group_comeback,comment,cleaned_comment,sentiment
TWICE_Strategy,"let's keep streaming ONCES, let's appreciate all the girls efforts for this just to deliver this masterpiece to us",lets keep streaming onces lets appreciate all the girls efforts for this just to deliver this masterpiece to us,
TWICE_Strategy,can we reach 30 million before new year? let's give this to the girls as a gift Onces!!!,can we reach million before new year lets give this to the girls as a gift onces,
TWICE_Strategy,Before 14 days 22million and stream for mama award 😢😊😊❤🎉❤,before days million and stream for mama award,
TWICE_Strategy,Party O'clock chorus?,party oclock chorus,
TWICE_Strategy,Stream 1 month in 80million atleast❤❤🎉 plzzz😢😊❤❤🎉,stream month in million atleast plzzz,
TWICE_Strategy,"Let's go 30M before 2025!!!
We can do it ONCEEE!!!!",lets go m before we can do it onceee,
TWICE_Strategy,Pretty sad that the world wasn't happy with a cute clean group but had to add crass Megan thee Stallion.,pretty sad that the world wasnt happy with a cute clean group but had to add crass megan thee stallion,
TWICE_Strategy,Best video of the year,best video of the year,
TWICE_Strategy,Pretty girls!!,pretty girls,
TWICE_Strategy,I can't stop singing this song my mom also like it (cryy),i cant stop singing this song my mom also like it cryy,
TWICE_Strategy,I love how Nayeon ends One Spark and Strategy,i love how nayeon ends one spark and strategy,
TWICE_Strategy,Winning is my trademark soon you'll never wanna leavr,winning is my trademark soon youll never wanna leavr,
TWICE_Strategy,"Congratulations TWICE, you've done well in promoting Strategy. Our hard working queens!!",congratulations twice youve done well in promoting strategy our hard working queens,
TWICE_Strategy,Real hot girl shhhh,real hot girl shhhh,
TWICE_Strategy,Str3am Onceus,stram onceus,
TWICE_Strategy,Hey boy!,hey boy,
TWICE_Strategy,Were is the streaming ??,were is the streaming,
TWICE_Strategy,ONCE STR34M HARDER!!,once strm harder,
TWICE_Strategy,So Goood!!! that's freaking awesome!!!! 👍😎❤,so goood thats freaking awesome,
TWICE_Strategy,THIS IS A BANGERR,this is a bangerr,
TWICE_Strategy,20M welcome!!!♡,m welcome,
TWICE_Strategy,HEY BOY I'MA GET YA,hey boy ima get ya,
TWICE_Strategy,",welcome 20M🎉",welcome m,
TWICE_Strategy,"keep using the song everywhere! tiktok, x, fb, ig, yt!!!!",keep using the song everywhere tiktok x fb ig yt,
TWICE_Strategy,comment “eyyy” if ur still streaming,comment eyyy if ur still streaming,
TWICE_Strategy,Hey boy〜,hey boy,
TWICE_Strategy,Midzy here thank you once for supporting gold by itzy,midzy here thank you once for supporting gold by itzy,
TWICE_Strategy,I still want a long journey with TWICE who else?,i still want a long journey with twice who else,
TWICE_Strategy,"Hey, boy, I'ma getcha
I'ma getcha real good and I betcha
(It's Megan Thee Stallion)
Hey, boy, once I getcha
You'll be, oh, so glad that I metcha
(And TWICE)

Ah-oh!

 
Step 1
Do my highlight
Make me shine so bright
In the moonlight

Step 2
Silhouette tight
Baby, even my shadow
Looks good, right?

Step 3
When I arrive
Make you look my way
With your heart eyes

Step 4
Got you on the floor
Make you say
More, more, more

When I say hi
I'm feeling all your attention on me
Hi, no reason to be so shy with me

I ain't gonna bite, comе on over (No)
I know you wanna move a little closеr (Yeah)

I got a plan to get you with me (Ah)


I got you on my radar
Soon you're gonna be with me
My strategy, strategy
Will getcha, getcha, baby

Winning is my trademark
Soon you'll never wanna leave
My strategy, strategy
Will getcha, getcha, baby


Hey, boy, I'ma getcha
I'ma getcha real good and I betcha
Hey, boy, once I getcha
You'll be, oh, so glad that I metcha


When your cheeks go red (That's cute)
I wanna dance, you said (Oh, cool)
'Til I'm in your head (It's cruel)
And you can't forget

You're feeling things now
And you're confused
Watching my body getting loose
You don't know what you're gonna do
You're mine

When I say hi
I'm feeling all your attention on me
Hi, no reason to be so shy with me

I ain't gonna bite, come on over (No)
I know you wanna move a little closer (Yeah)

I got a plan to get you with me (Ah)


I got you on my radar
Soon you're gonna be with me
My strategy, strategy
Will getcha, getcha, baby

Winning is my trademark
Soon you'll never wanna leave
My strategy, strategy
Will getcha, getcha, baby



Real hot girl sheeee

Do you like that?
When I smack it and 
You watch it bounce it right back?
He really lost it
When he saw me do the right, left

I'ma man eater
You just a light snack
I got him pressed like
He's workin' on his triceps

I'ma flirt, I'ma tease
Baby hurt after me
Tell'em baby
What's a player to the GAME

Sayin' need the word by him
Bringing me to the beach
Jealous? Who?
Girl, please

Left, right, left, right
Do it to the beat
Talk with my body
That's my strategy

Other girls tryin'
But I'm really hard to beat
He'll be mine off my strategy

Left, right, left, right
Do it to the beat
Talk with my body
That's my strategy

Other girls tryin'
But I'm really hard to beat
He'll be mine off my strategy



My strategy, strategy
Like gravity, gravity
One look at me, look at me
I betcha, betcha, betcha, boy

You'll be down on your knees
Calling me up begging me don't leave
My strategy, strategy
Will getcha, getcha, getcha, boy

(Ah-oh!)

 
Hey, boy, I'ma getcha
I'ma getcha real good and I betcha
Hey, boy, once I getcha
You'll be, oh, so glad that I metcha

Hey, boy, I'ma getcha
I'ma getcha real good and I betcha
Hey, boy, once I getcha
You'll be, oh, so glad that I metcha


Hey, boy, I'ma getcha
I'ma getcha real good and I betcha",hey boy ima getcha ima getcha real good and i betcha its megan thee stallion hey boy once i getcha youll be oh so glad that i metcha and twice ahoh step do my highlight make me shine so bright in the moonlight step silhouette tight baby even my shadow looks good right step when i arrive make you look my way with your heart eyes step got you on the floor make you say more more more when i say hi im feeling all your attention on me hi no reason to be so shy with me i aint gonna bite com on over no i know you wanna move a little closr yeah i got a plan to get you with me ah i got you on my radar soon youre gonna be with me my strategy strategy will getcha getcha baby winning is my trademark soon youll never wanna leave my strategy strategy will getcha getcha baby hey boy ima getcha ima getcha real good and i betcha hey boy once i getcha youll be oh so glad that i metcha when your cheeks go red thats cute i wanna dance you said oh cool til im in your head its cruel and you cant forget youre feeling things now and youre confused watching my body getting loose you dont know what youre gonna do youre mine when i say hi im feeling all your attention on me hi no reason to be so shy with me i aint gonna bite come on over no i know you wanna move a little closer yeah i got a plan to get you with me ah i got you on my radar soon youre gonna be with me my strategy strategy will getcha getcha baby winning is my trademark soon youll never wanna leave my strategy strategy will getcha getcha baby real hot girl sheeee do you like that when i smack it and you watch it bounce it right back he really lost it when he saw me do the right left ima man eater you just a light snack i got him pressed like hes workin on his triceps ima flirt ima tease baby hurt after me tellem baby whats a player to the game sayin need the word by him bringing me to the beach jealous who girl please left right left right do it to the beat talk with my body thats my strategy other girls tryin but im really hard to beat hell be mine off my strategy left right left right do it to the beat talk with my body thats my strategy other girls tryin but im really hard to beat hell be mine off my strategy my strategy strategy like gravity gravity one look at me look at me i betcha betcha betcha boy youll be down on your knees calling me up begging me dont leave my strategy strategy will getcha getcha getcha boy ahoh hey boy ima getcha ima getcha real good and i betcha hey boy once i getcha youll be oh so glad that i metcha hey boy ima getcha ima getcha real good and i betcha hey boy once i getcha youll be oh so glad that i metcha hey boy ima getcha ima getcha real good and i betcha,
TWICE_Strategy,The LEGENDS,the legends,
TWICE_Strategy,Lovely girls,lovely girls,
ATEEZ_IceOnMyTeeth,Not interested in a love call,not interested in a love call,neutral
ATEEZ_IceOnMyTeeth,Oh my goodness FINEEE….I’ll stan them! 🖤,oh my goodness fineeeill stan them,positive
ATEEZ_IceOnMyTeeth,Yunho is breathtaking,yunho is breathtaking,positive
ATEEZ_IceOnMyTeeth,they're so cool,theyre so cool,positive
ATEEZ_IceOnMyTeeth,what a masterpiece,what a masterpiece,positive
ATEEZ_IceOnMyTeeth,I think it would make sense if they actually had ice in their teeth like a diamond grill,i think it would make sense if they actually had ice in their teeth like a diamond grill,neutral
ATEEZ_IceOnMyTeeth,"Last one for today, soon 14 days  keep fighting atinies :)",last one for today soon days keep fighting atinies,neutral
ATEEZ_IceOnMyTeeth,Happy 32M GOOD MORNING 🌞🌄🎉🎉🎉,happy m good morning,neutral
ATEEZ_IceOnMyTeeth,"Yeayyy 32M!
Good morning!",yeayyy m good morning,neutral
ATEEZ_IceOnMyTeeth,"Happy 32M ☆
JAM♡",happy m jam,neutral
ATEEZ_IceOnMyTeeth,"I hate this
Like why are they so f handsome , hot and fine?
They make me go crazy omg",i hate this like why are they so f handsome hot and fine they make me go crazy omg,positive
ATEEZ_IceOnMyTeeth,Happy Thanksgiving to all Atinys who celebrate :-),happy thanksgiving to all atinys who celebrate,positive
ATEEZ_IceOnMyTeeth,"I need to get diamonds from my dentist stat, so San can slap me like that ❤🥲🤭🤤",i need to get diamonds from my dentist stat so san can slap me like that,positive
ATEEZ_IceOnMyTeeth,"Did you know about (S)ong (M)ingi punchline here? - ""Ice on my neck, draw a line on the name and take won and dollars"":
-W- - M upside down
$ - S + | on his necklace
P.S. from video 'mv review pirates searching for values that shine like diamonds' 😉",did you know about song mingi punchline here ice on my neck draw a line on the name and take won and dollars w m upside down s on his necklace ps from video mv review pirates searching for values that shine like diamonds,neutral
ATEEZ_IceOnMyTeeth,Only 2k left for Wonderland to reach 136M gooooo,only k left for wonderland to reach m gooooo,neutral
ATEEZ_IceOnMyTeeth,Lets move on to 33 million soon! Fighting!,lets move on to million soon fighting,neutral
ATEEZ_IceOnMyTeeth,I hope they continue in this path,i hope they continue in this path,positive
ATEEZ_IceOnMyTeeth,This mv is so beautiful and well produced,this mv is so beautiful and well produced,positive
ATEEZ_IceOnMyTeeth,I can’t wait,i cant wait,positive
ATEEZ_IceOnMyTeeth,I can feel their performance is going to be crazy,i can feel their performance is going to be crazy,positive
ATEEZ_IceOnMyTeeth,Ateez are going to perform on Saturday at Melon music awards ! Let’s support them,ateez are going to perform on saturday at melon music awards lets support them,neutral
ATEEZ_IceOnMyTeeth,Best K-pop song of the year ❤️‍🔥,best kpop song of the year,positive
ATEEZ_IceOnMyTeeth,#54 top trending MV,top trending mv,neutral
ATEEZ_IceOnMyTeeth,If you'd like to know about a possible interpretation of IOMT check MV REVIEW Pirates searching for values that shine like diamonds,if youd like to know about a possible interpretation of iomt check mv review pirates searching for values that shine like diamonds,neutral
ATEEZ_IceOnMyTeeth,"Theres something so intruiging about this group. I don't listen to kpop anymore, but they're making me get into it again",theres something so intruiging about this group i dont listen to kpop anymore but theyre making me get into it again,positive
ATEEZ_IceOnMyTeeth,Choi San im in love with you,choi san im in love with you,positive
ATEEZ_IceOnMyTeeth,Wow!!! You guys are fantastic!!! Congrats!!! 🥰,wow you guys are fantastic congrats,positive
ATEEZ_IceOnMyTeeth,EXO-L here to support these amazing boys <3 Kinda reminded me of exo honestly ^^,exol here to support these amazing boys kinda reminded me of exo honestly,positive
ATEEZ_IceOnMyTeeth,Ateez's mansion,ateezs mansion,neutral
ATEEZ_IceOnMyTeeth,Finally 32M,finally m,positive
ATEEZ_IceOnMyTeeth,Yes! Happy 32M🎉,yes happy m,positive
ATEEZ_IceOnMyTeeth,"32M and + , We keep moving forward and taking this ship to the right destination, ATEEZ BREAKS THE LIMITS IN A BIG WAY EVERY TIME, cheer up Atiny",m and we keep moving forward and taking this ship to the right destination ateez breaks the limits in a big way every time cheer up atiny,positive
ATEEZ_IceOnMyTeeth,32 million is almost here!,million is almost here,positive
ATEEZ_IceOnMyTeeth,This song deserves more likes please. This is a fucking GREAT SONG,this song deserves more likes please this is a fucking great song,positive
ATEEZ_IceOnMyTeeth,Carat passing by ~,carat passing by,neutral
ATEEZ_IceOnMyTeeth,Eyes on my ATEEZ....,eyes on my ateez,neutral
ATEEZ_IceOnMyTeeth,"Good night IOMT! 
See you in the morning! <3",good night iomt see you in the morning,neutral
ATEEZ_IceOnMyTeeth,This is one of ateez's best mvs ever,this is one of ateezs best mvs ever,positive
ATEEZ_IceOnMyTeeth,*------Atiny Fighting!!!!!-*,atiny fighting,positive
ATEEZ_IceOnMyTeeth,ATEEZ in their Mafia era !,ateez in their mafia era,neutral
ATEEZ_IceOnMyTeeth,Mannnnn this is the soty,mannnnn this is the soty,positive
ATEEZ_IceOnMyTeeth,Who's doing that background vocals. Goes hard asl,whos doing that background vocals goes hard asl,positive
ATEEZ_IceOnMyTeeth,32 million coming soon!,million coming soon,neutral
ATEEZ_IceOnMyTeeth,Wow. Love this song and the violin sounds sooo cool❤,wow love this song and the violin sounds sooo cool,positive
ATEEZ_IceOnMyTeeth,kq know what are the best group they have,kq know what are the best group they have,positive
ATEEZ_IceOnMyTeeth,"Ice on my teeth❌
Ice om ATEEZ✅",ice on my teeth ice om ateez,neutral
ATEEZ_IceOnMyTeeth,keep streaming atiny ! <3,keep streaming atiny,neutral
ATEEZ_IceOnMyTeeth,"I mentioned it when the mv came out but I repeat it because even today I can't get over this part 
0:24 *-Yunho hits differently literally-* , I love how he does that movement simulating playing tennis and how he moves, I don't know, I simply LOVE IT!!!.",i mentioned it when the mv came out but i repeat it because even today i cant get over this part yunho hits differently literally i love how he does that movement simulating playing tennis and how he moves i dont know i simply love it,positive
ATEEZ_IceOnMyTeeth,"It's confirmed. Seonghwa has a duck snow shaper. 
Just saw his insta posts. 😊🌟🦆",its confirmed seonghwa has a duck snow shaper just saw his insta posts,neutral
ATEEZ_IceOnMyTeeth,san this era is INSANE,san this era is insane,positive
ATEEZ_IceOnMyTeeth,"ATEEZ❤
🖤🖤🖤🖤🖤🖤🖤🖤    LA GRANDE CLASSE 💯💢💥👋🫶👍👏👏👏👏👏👏",ateez la grande classe,
ATEEZ_IceOnMyTeeth,"Sorry I'm not their fan, but I want to know who they are?
0:59 and 2:23",sorry im not their fan but i want to know who they are and,
ATEEZ_IceOnMyTeeth,"938☆
Here from Jongho's Tell Me That You Love Me cover",here from jonghos tell me that you love me cover,
ATEEZ_IceOnMyTeeth,"XG are amazing! Kard have more of the fusion, ATEEZ have loads of bangers, bouncy, guerilla fireworks, Taemin is a solo artist from a 2nd gen group called Shinee",xg are amazing kard have more of the fusion ateez have loads of bangers bouncy guerilla fireworks taemin is a solo artist from a nd gen group called shinee,
ATEEZ_IceOnMyTeeth,"THIS DRIPPP THO 
KILLAZ TO MY HEART 💁💁💁",this drippp tho killaz to my heart,
ATEEZ_IceOnMyTeeth,I think i am gonna stan ateez should i ????,i think i am gonna stan ateez should i,
ATEEZ_IceOnMyTeeth,1:47 nd 1:56  names ??,nd names,
ATEEZ_IceOnMyTeeth,"DAMN I WAS NEVER INTO ATEEZ, BUT I GUESS I AM NOW???!!!!!???",damn i was never into ateez but i guess i am now,
ATEEZ_IceOnMyTeeth,"Let's go for those 32M and +, cheer up Atiny",lets go for those m and cheer up atiny,
ATEEZ_IceOnMyTeeth,Your comeback this time made me excited. and felt strange at the same time But of course I really liked it. It's a comeback that I probably liked the most and will like even more,your comeback this time made me excited and felt strange at the same time but of course i really liked it its a comeback that i probably liked the most and will like even more,
ATEEZ_IceOnMyTeeth,this song is so good,this song is so good,
ATEEZ_IceOnMyTeeth,32M fighting,m fighting,
ATEEZ_IceOnMyTeeth,"31.9M

ateez can still win wins",m ateez can still win wins,
ATEEZ_IceOnMyTeeth,ICE ON MY TEETH,ice on my teeth,
ATEEZ_IceOnMyTeeth,It's giving СЛОВО ПАЦАНА,its giving,
ATEEZ_IceOnMyTeeth,Almost 2 weeks since this song and MV came out and I am still obsessed !!!!,almost weeks since this song and mv came out and i am still obsessed,
ATEEZ_IceOnMyTeeth,Hongjoong and Yunho winked 😍 They make my heart flutter. ~,hongjoong and yunho winked they make my heart flutter,
ATEEZ_IceOnMyTeeth,a carat passing by! i have NO idea whats going on w the mv storyline bc idk the lore but this is a crazy good song and am definitely gonna be listening to it a LOT,a carat passing by i have no idea whats going on w the mv storyline bc idk the lore but this is a crazy good song and am definitely gonna be listening to it a lot,
ATEEZ_IceOnMyTeeth,I mean its a masterpiece alright ❤❤❤,i mean its a masterpiece alright,
ATEEZ_IceOnMyTeeth,They so smooth with it,they so smooth with it,
ATEEZ_IceOnMyTeeth,"Hello❤Atinys
Ice on my teeth🧊
JAM here",helloatinys ice on my teeth jam here,
ATEEZ_IceOnMyTeeth,"Baby atinies have you checked their debut songs  Pirate king and Treasure ??? When they had nothing but passion and determination !!! Go and check, you'll see their growth",baby atinies have you checked their debut songs pirate king and treasure when they had nothing but passion and determination go and check youll see their growth,
ATEEZ_IceOnMyTeeth,but the mv is very goooodddd!!!!,but the mv is very goooodddd,
ATEEZ_IceOnMyTeeth,emm yunho...is bias wrecking me.. help,emm yunhois bias wrecking me help,
ATEEZ_IceOnMyTeeth,Violin heaven,violin heaven,
ATEEZ_IceOnMyTeeth,Choice back again ♡,choice back again,
ATEEZ_IceOnMyTeeth,"825☆
Here from Wooyoung & Choha's IOMT challenge reel. It has one of the highest, if not the highest, number of views on YT. Wished that people stop being lazy and just find out for themselves who she is (hello! Hashtags exist for a reason. Google is free) and then leave nice comments appropriate for her age. Atinys pls dont be dumb. 😤",here from wooyoung chohas iomt challenge reel it has one of the highest if not the highest number of views on yt wished that people stop being lazy and just find out for themselves who she is hello hashtags exist for a reason google is free and then leave nice comments appropriate for her age atinys pls dont be dumb,
ATEEZ_IceOnMyTeeth,Love Ateez so much!!!,love ateez so much,
ATEEZ_IceOnMyTeeth,I AM LIVING FOR THIS AESTHETIC 😭 IT MAKES MY CHEST TINGLE,i am living for this aesthetic it makes my chest tingle,
ATEEZ_IceOnMyTeeth,Today~Ice on my path~❤,todayice on my path,
ATEEZ_IceOnMyTeeth,Cub is passing by. Good evening!,cub is passing by good evening,
ATEEZ_IceOnMyTeeth,My white tee :),my white tee,
ATEEZ_IceOnMyTeeth,The best song of ATEEZ in my mind,the best song of ateez in my mind,
ATEEZ_IceOnMyTeeth,THEY'RE ALWAYS KILLED IT,theyre always killed it,
ATEEZ_IceOnMyTeeth,I LOVE THE INSTRUMENT,i love the instrument,
ATEEZ_IceOnMyTeeth,im not fine yall,im not fine yall,
ATEEZ_IceOnMyTeeth,Happy Thursday! Starting my Thanksgiving with Ateez as the main course. Many thanks to Atiny and friends helping stream IOMT. ♥️🥂,happy thursday starting my thanksgiving with ateez as the main course many thanks to atiny and friends helping stream iomt,
ATEEZ_IceOnMyTeeth,Love chocolate too ^^,love chocolate too,
ATEEZ_IceOnMyTeeth,Hace mucho fríooooo,hace mucho frooooo,
ATEEZ_IceOnMyTeeth,I love very this song ❤,i love very this song,
ATEEZ_IceOnMyTeeth,[1:17] ICE ON MY TEETH CENTRE JUNG WOOYOUNG🌡,ice on my teeth centre jung wooyoung,
ATEEZ_IceOnMyTeeth,"[2:40] SH!!TT the whispered ""SMACK IT"" AND ""YOU'RE THE ONE I'M TRYING TO FINISH"" with SAN shoulders scene....DAWG!! ATEEZ! 🛐🛐",shtt the whispered smack it and youre the one im trying to finish with san shoulders scenedawg ateez,
ATEEZ_IceOnMyTeeth,[2:50] THE POWER THEY HOLD IS INSANE!,the power they hold is insane,
ATEEZ_IceOnMyTeeth,"Ice on my teeth,ice on my tee
Ice on my teeth, on my white tee",ice on my teethice on my tee ice on my teeth on my white tee,
ATEEZ_IceOnMyTeeth,[0:16] NOW THIS IS HOW YOU START A SONG!,now this is how you start a song,
ATEEZ_IceOnMyTeeth,"753k
Have a wonderful Thursday, Atiny. Jensetter here!💙
Mantra x Ice On My Teeth",k have a wonderful thursday atiny jensetter here mantra x ice on my teeth,
ATEEZ_IceOnMyTeeth,Join stationhead for streeming party Atinys🥰,join stationhead for streeming party atinys,
ATEEZ_IceOnMyTeeth,"I found out that ATEEZ was a finalist for BBMAs! ✨✨
I v0ted for them ☺❤ (JAM♡）",i found out that ateez was a finalist for bbmas i vted for them jam,
ATEEZ_IceOnMyTeeth,THIS MV IS ACTUALLY FANTASTIC & MAGNIFICENT!,this mv is actually fantastic magnificent,
ATEEZ_IceOnMyTeeth,we are SO back❤❤,we are so back,
ATEEZ_IceOnMyTeeth,"742☆
Here from today's visit to Leemujin service with San",here from todays visit to leemujin service with san,
ATEEZ_IceOnMyTeeth,Ateez always having the most stylistically satisfying mvs!,ateez always having the most stylistically satisfying mvs,
ATEEZ_IceOnMyTeeth,Loved it ♡♡♡,loved it,
ATEEZ_IceOnMyTeeth,Love from Greece ❤️,love from greece,
ATEEZ_IceOnMyTeeth,Ok atinys go crazy and tell me about the guy here 0:51,ok atinys go crazy and tell me about the guy here,
ATEEZ_IceOnMyTeeth,"JAM here to get Ice On My Teeth 
JO1 ICY x ATEEZ Ice On My Teeth",jam here to get ice on my teeth jo icy x ateez ice on my teeth,
ATEEZ_IceOnMyTeeth,Let's keep streaming Atiny 💪🔥. Thank you and love you ❤❤,lets keep streaming atiny thank you and love you,
ATEEZ_IceOnMyTeeth,"visit on snow covered day 
Ice On My Teeth × I like the way 
ATEEZ × Kim Woojin",visit on snow covered day ice on my teeth i like the way ateez kim woojin,
ATEEZ_IceOnMyTeeth,I have currently contributed to about 500 views out of the 31 million...and there's no stopping me. 😂😂,i have currently contributed to about views out of the millionand theres no stopping me,
ATEEZ_IceOnMyTeeth,"Not interested in a love call
Chew 'em up and keep' em shut
Ooooooooo",not interested in a love call chew em up and keep em shut ooooooooo,
ATEEZ_IceOnMyTeeth,aye #96 global top music,aye global top music,
ATEEZ_IceOnMyTeeth,"708☆
Here from Answer ♥︎ 94M --> 100M",here from answer m m,
ATEEZ_IceOnMyTeeth,"2:50  note the ""ICE "" in his teeth ?",note the ice in his teeth,
ATEEZ_IceOnMyTeeth,Whoever convinced ateez to sing abt money n dime did a great job,whoever convinced ateez to sing abt money n dime did a great job,
ATEEZ_IceOnMyTeeth,ayyy I'm still here atinys,ayyy im still here atinys,
ATEEZ_IceOnMyTeeth,Good morning Atinys and friends❤32M coming soon.Have fun while swimming 🥰Fighting!,good morning atinys and friendsm coming soonhave fun while swimming fighting,
ATEEZ_IceOnMyTeeth,lawd have mercy- 🔥,lawd have mercy,
ATEEZ_IceOnMyTeeth,let’s go atiny!!!❤❤,lets go atiny,
ATEEZ_IceOnMyTeeth,hit that booty and shake it is a violation,hit that booty and shake it is a violation,
ATEEZ_IceOnMyTeeth,Yunho really shined in this cb,yunho really shined in this cb,
ATEEZ_IceOnMyTeeth,Wish everyone a great day :),wish everyone a great day,
ATEEZ_IceOnMyTeeth,Morning ^^,morning,
ATEEZ_IceOnMyTeeth,A work of art very pleasant to both the eye and ear,a work of art very pleasant to both the eye and ear,
ATEEZ_IceOnMyTeeth,Kq is not good at advertising. Ateez's music gets known because of Ateez and Atinys. Imagine if Kq puts 💯 effort into advertising? That'll be huuggee 😮,kq is not good at advertising ateezs music gets known because of ateez and atinys imagine if kq puts effort into advertising thatll be huuggee,
ATEEZ_IceOnMyTeeth,3:00 Take a bear to work day.,take a bear to work day,
ATEEZ_IceOnMyTeeth,Morning!!! Happy Thursday and keep working :),morning happy thursday and keep working,
ATEEZ_IceOnMyTeeth,I love them. I will keep rooting for Ateez!,i love them i will keep rooting for ateez,
ATEEZ_IceOnMyTeeth,"I’m always by your side 
Ice on my teeth",im always by your side ice on my teeth,
ATEEZ_IceOnMyTeeth,They just get cuntier everybody comeback,they just get cuntier everybody comeback,
ATEEZ_IceOnMyTeeth,That OT8 bridge is crazy!! SO GOOD,that ot bridge is crazy so good,
ATEEZ_IceOnMyTeeth,-----Again and again here I insist my mind will have to pay rent because it lives 24/7 WITH THIS ANTHEM!!!---,again and again here i insist my mind will have to pay rent because it lives with this anthem,
ATEEZ_IceOnMyTeeth,Let's all have fun today ~!! 💖,lets all have fun today,
ATEEZ_IceOnMyTeeth,Yeosang is so beautiful it almost hurts,yeosang is so beautiful it almost hurts,
ATEEZ_IceOnMyTeeth,the chess reference is 🤌🤌,the chess reference is,
ATEEZ_IceOnMyTeeth,The one in black is mine,the one in black is mine,
ATEEZ_IceOnMyTeeth,Road to 32M let's goooo,road to m lets goooo,
ATEEZ_IceOnMyTeeth,RECONTRA LIKE!! TEMAZOOO,recontra like temazooo,
ATEEZ_IceOnMyTeeth,GLAM SLAM LIKE TENIS,glam slam like tenis,
ATEEZ_IceOnMyTeeth,"I'm a moa and I'm giving all my love to this song, congratulations 🌟💯",im a moa and im giving all my love to this song congratulations,
ATEEZ_IceOnMyTeeth,Keep streaming ATINY !!! GO GO to 100Milions,keep streaming atiny go go to milions,
ATEEZ_IceOnMyTeeth,"Ice On My Teeth, Ice On My Teeth ~",ice on my teeth ice on my teeth,
ATEEZ_IceOnMyTeeth,Are the views frozen again?? Keep going atiny!,are the views frozen again keep going atiny,
ATEEZ_IceOnMyTeeth,San can defo smack me like that 😏😏😏,san can defo smack me like that,
ATEEZ_IceOnMyTeeth,Asians rapping is so silly to me. It’s like British people rapping. If you take all of the violence and emotion of American rap and made it solely sex appeal you’d have every single male kpop rapper.,asians rapping is so silly to me its like british people rapping if you take all of the violence and emotion of american rap and made it solely sex appeal youd have every single male kpop rapper,
ATEEZ_IceOnMyTeeth,They deserve 100M 😭💔,they deserve m,
ATEEZ_IceOnMyTeeth,risking my exam prep to stream this.,risking my exam prep to stream this,
ATEEZ_IceOnMyTeeth,"Still here, love them",still here love them,
ATEEZ_IceOnMyTeeth,32.449 and Rising......,and rising,
ATEEZ_IceOnMyTeeth,Back for more,back for more,
ATEEZ_IceOnMyTeeth,Swimming by CARAT !,swimming by carat,
ATEEZ_IceOnMyTeeth,"434☆
Good morning!
Rhyming tennis with tennis is okay bc we fishy fishy like 😂",good morning rhyming tennis with tennis is okay bc we fishy fishy like,
ATEEZ_IceOnMyTeeth,They definitely put their money where their mouth is😁🏴‍☠️,they definitely put their money where their mouth is,
ATEEZ_IceOnMyTeeth,Back to show support to Ice on my teeth! <3,back to show support to ice on my teeth,
ATEEZ_IceOnMyTeeth,"CONGRATULATIONS 31M 🎊 
LET'S GO ATINY!!!
ICE ON MY TEETH ~",congratulations m lets go atiny ice on my teeth,
ATEEZ_IceOnMyTeeth,It's never enough when it comes to these 8 pirates,its never enough when it comes to these pirates,
ATEEZ_IceOnMyTeeth,first KATSEYE and now ATEEZ?? what did the chandeliers do to y'all?,first katseye and now ateez what did the chandeliers do to yall,
ATEEZ_IceOnMyTeeth,the day (i think) i become atiny,the day i think i become atiny,
ATEEZ_IceOnMyTeeth,Morning Atiny. Still vote for Ice On My Teeth 1st Win and success. Support our gorgeous Pirate Kings Ateez till the end. Gajja!!!,morning atiny still vote for ice on my teeth st win and success support our gorgeous pirate kings ateez till the end gajja,
ATEEZ_IceOnMyTeeth,"I'm so happy they sing in their lower register, I love deep voices that's why I prefer boy groups",im so happy they sing in their lower register i love deep voices thats why i prefer boy groups,
ATEEZ_IceOnMyTeeth,"Even down to the beat 

Please I'm in love with this song literally 🤩",even down to the beat please im in love with this song literally,
ATEEZ_IceOnMyTeeth,"Speechless 😶 



Dammmmmmmnnnnnnnnnn❤❤❤❤❤

This is the first ateez mv that forced me to comment and even look for it on YouTube like seriously Damn❤

Please keep this up I love the mv and song every thing 😻",speechless dammmmmmmnnnnnnnnnn this is the first ateez mv that forced me to comment and even look for it on youtube like seriously damn please keep this up i love the mv and song every thing,
ATEEZ_IceOnMyTeeth,Who's watching this in 2024?,whos watching this in,
ATEEZ_IceOnMyTeeth,Wonderland & Work close to the next million :),wonderland work close to the next million,
ATEEZ_IceOnMyTeeth,"Finally, a company placed advertisements on it. You should have done this while returning",finally a company placed advertisements on it you should have done this while returning,
ATEEZ_IceOnMyTeeth,I kinda wished they had another music video made for one of the b-sides in this album- Man on Fire for example -just imagine the choreography for that track <3,i kinda wished they had another music video made for one of the bsides in this album man on fire for example just imagine the choreography for that track,
ATEEZ_IceOnMyTeeth,Last time around today.See you again tomorrow.Let`s keep up the good work❤Good night😊,last time around todaysee you again tomorrowlets keep up the good workgood night,
ATEEZ_IceOnMyTeeth,Haters are back,haters are back,
ATEEZ_IceOnMyTeeth,"My god...face, hair, the song! Aghases show up!🎉❤",my godface hair the song aghases show up,
ATEEZ_IceOnMyTeeth,Yooo ATEEZ are at #1 on *BILLBOARD ARTIST 100* 😭😭😭✋🎉🎉🎉🎉 I AM CRYING BYEE,yooo ateez are at on billboard artist i am crying byee,
